A-18123-71073       PORT ARTHUR ISD     TEXAS               40,380.00           
A-18124-71751       PARKLAND HEALTH CENTERMISSOURI            23.64               
A-18136-75968       EASTLAND FOOD CORPORATIONMARYLAND            49,254.00           
A-18137-76501       QUEST DIAGNOSTICS INCORPORATEDNEW JERSEY          30.07               
A-18138-77018       QUEST DIAGNOSTICS INCORPORATEDNEW JERSEY          30.07               
A-18138-77195       MUY PIZZA HOUSTON, LLCTEXAS               17,222.00           
A-18144-79572       M & H CLOTHING, INC.CALIFORNIA          60,050.00           
A-18149-80293       TEK LEADERS INC     TEXAS               90,646.00           
A-18149-80629       Navajo Express, Inc.COLORADO            42,266.00           
A-18151-81319       SYNECHRON           NEW YORK            86,653.00           
A-18151-81519       QUEST DIAGNOSTICS INCORPORATEDNEW JERSEY          30.07               
A-18156-82946       SUGAR TECHNOLOGY INTERNATIONALTEXAS               114,629.00          
A-18157-83508       TURCK INC.          MINNESOTA           64,418.00           
A-18157-83543       GCOM Software LLC   NEW YORK            77,189.00           
A-18158-83894       GCOM Software LLC   NEW YORK            77,189.00           
A-18159-84652       WAYNE FARMS LLC     GEORGIA             9.60                
A-18159-84670       WAYNE FARMS LLC     GEORGIA             9.60                
A-18159-84688       WAYNE FARMS LLC     GEORGIA             9.60                
A-18159-84690       WAYNE FARMS LLC     GEORGIA             9.60                
A-18159-84714       WAYNE FARMS LLC     GEORGIA             9.60                
A-18159-84728       WAYNE FARMS LLC     GEORGIA             9.60                
A-18163-85449       CONSUMMATE COMPUTER CONSULTANTS SYSTEMS. LLCVIRGINIA            70,283.00           
A-18164-86272       WAYNE FARMS LLC     GEORGIA             9.60                
A-18164-86275       WAYNE FARMS LLC     GEORGIA             9.60                
A-18170-88167       WAYNE FARMS LLC     GEORGIA             9.60                
A-18170-88178       WAYNE FARMS LLC     GEORGIA             9.60                
A-18171-88896       WAYNE FARMS LLC     GEORGIA             9.60                
A-18172-89324       TRUE PARTNERS CONSULTING, LLCILLINOIS            100,901.00          
A-18172-89359       WAYNE FARMS LLC     GEORGIA             9.60                
A-18172-89368       WAYNE FARMS LLC     GEORGIA             9.60                
A-18176-90673       WAYNE FARMS LLC     GEORGIA             9.60                
A-18177-91185       WAYNE FARMS LLC     GEORGIA             9.60                
A-18177-91194       WAYNE FARMS LLC     GEORGIA             9.60                
A-18178-91783       WAYNE FARMS LLC     GEORGIA             9.60                
A-18178-91996       Napi's Restaurant   MASSACHUSETTS       25,646.00           
A-18183-93799       TRACTOR SUPPLY COMPANYTENNESSEE           88,858.00           
A-18184-93971       UNIVERSITY OF CALIFORNIA AT SANTA BARBARACALIFORNIA          67,070.00           
A-18184-94136       TRACTOR SUPPLY COMPANYTENNESSEE           88,858.00           
A-18191-95738       TEK LEADERS INC     TEXAS               90,646.00           
A-18193-96582       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            114,650.00          
A-18199-98893       DOCUSIGN, INC.      CALIFORNIA          118,394.00          
A-18200-99200       SALESFORCE.COM      CALIFORNIA          78,187.00           
A-18206-00993       ADVANCED TECHNOLOGY INNOVATION CORP.MASSACHUSETTS       94,453.00           
A-18206-01132       TEK LEADERS INC     TEXAS               90,646.00           
A-18213-03331       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            100,368.00          
A-18213-03625       REMITLY, INC        WASHINGTON          64,314.00           
A-18218-04967       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            101,920.00          
A-18221-06084       TEK LEADERS INC     TEXAS               73,507.00           
A-18222-06583       SPARKSOFT CORPORATIONMARYLAND            80,704.00           
A-18222-06677       HSBC SECURITIES (USA) INC.NEW YORK            57,762.00           
A-18223-06854       WELL LUCK CO. INC.  NEW JERSEY          80,829.00           
A-18227-07847       IDEO LP             CALIFORNIA          66,851.00           
A-18228-08211       IT AMERICA INC      NEW JERSEY          96,366.00           
A-18228-08214       IT AMERICA INC      NEW JERSEY          74,443.00           
A-18229-08673       T-MOBILE USA, INC.  WASHINGTON          117,000.00          
A-18233-09806       GOOGLE LLC          CALIFORNIA          86,523.00           
A-18233-09934       PSA COMMERCE & SERVICES LLCFLORIDA             29,536.00           
A-18234-10082       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            103,771.00          
A-18235-10680       TEKHQS INC          CALIFORNIA          138,965.00          
A-18235-10820       GRID DYNAMICS INTERNATIONALCALIFORNIA          133,016.00          
A-18236-10959       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            110,968.00          
A-18236-11016       THYSSENKRUPP ELEVATORGEORGIA             124,946.00          
A-18236-11081       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            100,368.00          
A-18236-11140       GOOGLE LLC          CALIFORNIA          88,733.00           
A-18240-12211       HORIZON HEALTH CARE, INC.SOUTH DAKOTA        42,682.00           
A-18241-12519       HYLAND SOFTWARE     OHIO                37,190.00           
A-18241-12665       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            99,819.00           
A-18241-12806       APPLE INC.          CALIFORNIA          86,320.00           
A-18242-12868       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18242-12896       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18242-12935       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18242-13208       Proteostasis Therapeutics, IncMASSACHUSETTS       50,336.00           
A-18243-13421       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18243-13444       Taconic Builders Inc.NEW YORK            109,096.00          
A-18243-13450       CISCO SYSTEMS, INC. CALIFORNIA          90,771.00           
A-18243-13470       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18243-13476       CISCO SYSTEMS, INC. CALIFORNIA          141,898.00          
A-18243-13642       AEB ENTERPRISES INC. DBA FUEL TOWN # 2TEXAS               55,598.00           
A-18243-13671       Smith International, Inc.TEXAS               56,160.00           
A-18243-13733       UNIVERSITY OF OREGONOREGON              53,920.00           
A-18245-13898       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18246-13928       CISCO SYSTEMS, INC. CALIFORNIA          95,113.00           
A-18246-13929       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18246-13932       CISCO SYSTEMS, INC. CALIFORNIA          121,389.00          
A-18246-13940       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18246-13957       CROSS RIVER BANK    NEW JERSEY          73,590.00           
A-18246-13971       CISCO SYSTEMS, INC. CALIFORNIA          90,771.00           
A-18247-14012       CISCO SYSTEMS, INC. CALIFORNIA          144,414.00          
A-18247-14018       CISCO SYSTEMS, INC. CALIFORNIA          126,478.00          
A-18247-14033       CISCO SYSTEMS, INC. CALIFORNIA          129,845.00          
A-18248-14461       CISCO SYSTEMS, INC. CALIFORNIA          118,674.00          
A-18248-14472       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18248-14922       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18249-14980       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18249-15008       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18250-15508       CISCO SYSTEMS, INC. CALIFORNIA          141,898.00          
A-18250-15517       CISCO SYSTEMS, INC. CALIFORNIA          149,350.00          
A-18250-15537       CISCO SYSTEMS, INC. CALIFORNIA          155,106.00          
A-18250-15563       CISCO SYSTEMS, INC. CALIFORNIA          139,277.00          
A-18250-15567       CISCO SYSTEMS, INC. CALIFORNIA          164,674.00          
A-18255-17286       CISCO SYSTEMS, INC. CALIFORNIA          121,077.00          
A-18255-17313       CISCO SYSTEMS, INC. CALIFORNIA          142,501.00          
A-18255-17373       CISCO SYSTEMS, INC. CALIFORNIA          111,509.00          
A-18255-17384       CISCO SYSTEMS, INC. CALIFORNIA          182,941.00          
A-18255-17826       CISCO SYSTEMS, INC. CALIFORNIA          158,318.00          
A-18256-17996       PricewaterhouseCoopers Advisory Services LLCFLORIDA             148,949.00          
A-18256-17998       QBE AMERICAS, INC.  NEW YORK            110,698.00          
A-18256-18012       GOOGLE LLC          CALIFORNIA          58,739.00           
A-18256-18151       El Tenampa, LLC (DBA: Chido's Tex-Mex Grill)MARYLAND            24,274.00           
A-18256-18240       DAZ SYSTEMS, INC.   CALIFORNIA          190,757.00          
A-18257-18296       AMAZON.COM SERVICES, INC.WASHINGTON          99,382.00           
A-18257-18314       BLACKROCK CAPITAL MANAGEMENT, INC.NEW YORK            115,773.00          
A-18257-18388       FACEBOOK, INC.      CALIFORNIA          112,549.00          
A-18257-18425       JP MORGAN CHASE & COILLINOIS            106,371.00          
A-18257-18426       SYNOPSYS, INC.      CALIFORNIA          118,601.00          
A-18257-18443       DB GLOBAL TECHNOLOGYNORTH CAROLINA      92,622.00           
A-18257-18570       Incal Technology, Inc.CALIFORNIA          66,768.00           
A-18257-18605       DELOITTE & TOUCHE LLPPENNSYLVANIA        77,459.00           
A-18257-18651       Farmers Mutual Hail Insurance Company of IowaIOWA                100,755.00          
A-18260-18837       DELL PRODUCTS LP    TEXAS               124,941.00          
A-18260-18925       Crane Co            GEORGIA             109,699.00          
A-18260-18993       GOOGLE LLC          CALIFORNIA          106,001.00          
A-18260-19064       Kinetix Trading Solutions IncNEW JERSEY          103,834.00          
A-18260-19103       EXPEDIA, INC.       WASHINGTON          113,318.00          
A-18260-19165       DELOITTE & TOUCHE LLPPENNSYLVANIA        64,022.00           
A-18260-19226       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18261-19387       ARKEMA INC.         PENNSYLVANIA        87,194.00           
A-18261-19410       1592 Flatbush Corp  NEW YORK            19,594.00           
A-18261-19595       FACEBOOK, INC.      CALIFORNIA          107,341.00          
A-18261-19688       RESMED CORP.        CALIFORNIA          127,483.00          
A-18261-19701       MPHASIS CORPORATION NEW YORK            87,506.00           
A-18261-19733       CISCO SYSTEMS, INC. CALIFORNIA          111,655.00          
A-18262-19747       AMAZON.COM SERVICES, INC.WASHINGTON          64,314.00           
A-18262-19758       DELOITTE CONSULTING LLPPENNSYLVANIA        89,960.00           
A-18262-19764       AMAZON.COM SERVICES, INC.WASHINGTON          99,382.00           
A-18262-19830       GRAINGER MANAGEMENT LLCILLINOIS            61,547.00           
A-18262-19841       ERNST & YOUNG U.S. LLPNEW JERSEY          123,115.00          
A-18262-19848       FACEBOOK, INC.      CALIFORNIA          107,341.00          
A-18262-19920       FISERV SOLUTIONS, LLC.WISCONSIN           87,048.00           
A-18262-19952       MASTERCARD INTERNATIONAL INCORPORATEDNEW YORK            72,509.00           
A-18262-20116       UNIVERSITY OF CALIFORNIA, LOS ANGELESCALIFORNIA          68,182.00           
A-18263-20256       AMAZON.COM SERVICES, INC.WASHINGTON          64,314.00           
A-18263-20259       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18263-20264       CISCO SYSTEMS, INC. CALIFORNIA          111,655.00          
A-18263-20286       SHARED TECHNOLOGY SERVICES GROUPMASSACHUSETTS       87,859.00           
A-18263-20336       GOOGLE LLC          CALIFORNIA          106,001.00          
A-18263-20549       PRICEWATERHOUSECOOPERSNEW YORK            108,181.00          
A-18263-20587       Spartan Mixed Martial Arts, Inc.MARYLAND            37,380.00           
A-18263-20661       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            81,266.00           
A-18263-20669       FACEBOOK, INC.      CALIFORNIA          100,402.00          
A-18263-20670       2929 ENTERTAINMENT LPCALIFORNIA          56,992.00           
A-18263-20733       INFOSYS LTD.        TEXAS               93,475.00           
A-18264-20775       DELOITTE CONSULTING LLPPENNSYLVANIA        102,669.00          
A-18264-20784       AMAZON.COM SERVICES, INC.WASHINGTON          105,144.00          
A-18264-20872       KY,LLC              MISSOURI            47,008.00           
A-18264-20892       M A MORTENSON COMPANYMINNESOTA           106,038.00          
A-18264-20893       Millennium Trust Company, LLCILLINOIS            115,482.00          
A-18264-20941       CNY PAYROLL & DISBURSEMENTS LLCNEW YORK            76,794.00           
A-18264-20943       IDEO LP             CALIFORNIA          79,331.00           
A-18264-21087       AMERICAN EXPRESS TRAVEL RELATED SERVICESNEW YORK            100,368.00          
A-18266-21201       NUWARE TECHNOLOGY CORPNEW JERSEY          114,026.00          
A-18266-21237       ARIBA, INC.         CALIFORNIA          86,284.00           
A-18266-21242       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18267-21269       CISCO SYSTEMS, INC. CALIFORNIA          111,655.00          
A-18267-21376       Equifax, Inc.       GEORGIA             106,912.00          
A-18267-21429       GLOBAL TECHNOLOGY ASSOCIATES LLCVIRGINIA            76,440.00           
A-18267-21520       ZEN HEALTHCARE CENTER, INC.CALIFORNIA          38,438.00           
A-18267-21655       VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATESNEW YORK            103,200.00          
A-18267-21716       O'Neil Digital Solutions LLCCALIFORNIA          117,021.00          
A-18268-21754       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18268-21771       CISCO SYSTEMS, INC. CALIFORNIA          111,655.00          
A-18268-21796       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18268-21894       INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.GEORGIA             116,147.00          
A-18268-21993       The University of Texas Health Science Center at HTEXAS               120,300.00          
A-18268-22052       The University of Texas Health Science Center at HTEXAS               120,300.00          
A-18268-22182       INCYTE CORPORATION  DELAWARE            83,408.00           
A-18268-22252       CISCO SYSTEMS, INC. CALIFORNIA          127,543.00          
A-18269-22273       BLACKROCK CAPITAL MANAGEMENT, INC.NEW YORK            62,300.00           
A-18269-22459       NATIONAL OILWELL VARCO, L.P.TEXAS               124,842.00          
A-18269-22484       truptisudhir pharmacy corpNEW YORK            104,062.00          
A-18269-22755       FACEBOOK, INC.      CALIFORNIA          102,669.00          
